,content,id,lat,location,lon,time,user,user_id
964,"@HammyCatra @necromandrea Whoa, whoa! Puffy vests with long sleeve shirts are perfect for exactly 55° weather...and… https://t.co/fjCqJLx6vz",970828930512023552,,"Boston, MA",,2018-03-06 01:10:28,AllyOutThere,381252941
967,"I conjured up the most perfect warm and gooey chocolate chip cookie that I’ve been chasing after for months, and to… https://t.co/F4pc4huQqa",970828926695235584,,"Boston, MA",,2018-03-06 01:10:27,hAMBERgerr,292375307
970,.@aliciakeys yay! @Chrisbluelive her!  #teamAlicia #VoiceBlinds,970828924237373440,,"Boston, MA",,2018-03-06 01:10:27,kem74moore,2747353499
971,@World_Wide_Wob Yooooooo,970828924145033216,,"Boston, MA",,2018-03-06 01:10:27,JeanFriend,20284699
974,@VanJones68 Who does she believe are the most influential leaders in this country today and how can they best use t… https://t.co/21Oufse5Mp,970828923608223744,,"Boston, MA",,2018-03-06 01:10:27,pblumenfeld,17021916
977,Tonight’s starting lineup feat. @ShaneLarkin_3 ⤵️ https://t.co/lDSzOZimYj,970828921922080768,,"Boston, MA",,2018-03-06 01:10:26,celtics,18139461
979,The cost of #AbandoningSyria https://t.co/JMR49WVRSq,970828920579903488,,"Boston, MA",,2018-03-06 01:10:26,Ibutterfly34,1104785683
980,@melisamadeline @BurntBoats @PureHockey @dpreciado133 YES PLEASE https://t.co/yuW7PiJHVP,970828920495984640,,"Boston, MA",,2018-03-06 01:10:26,phoneymahoney,234959005
981,"By 2040, electric cars can be 67% cleaner than petrol cars — @wef,  @elonmusk https://t.co/1glIFezsk7 https://t.co/aEhLxG5MPx",970828920382685184,,"Boston, MA",,2018-03-06 01:10:26,ValaAfshar,259725229
983,"eu tenho que aprender a tocar violão ou piano nesses 4 meses, é caso de vids ou morte",970828919946522624,,"Boston, MA",,2018-03-06 01:10:26,smilesbyDemiL,838541973900431360
984,Just had a conversation about the proper grammar to use when referring to an obscure parliamentary procedure - WHY AM I STILL SINGLE?,970828919611019264,,"Boston, MA",,2018-03-06 01:10:26,LianaPA_94,877008505
986,Okay seriously @AliciaATobin @chimolicious I’ve been rereading Animorphs yearly since childhood so thank you for bringing it up,970828918520537088,,"Boston, MA",,2018-03-06 01:10:25,EvanMacIsaac,22275067
987,Science Fair #science #drinkingbirds https://t.co/WSZK3g82fb,970828918071676928,,"Boston, MA",,2018-03-06 01:10:25,GAMEDMCDM,716966900740276224
991,@MalcolmNance I'm starting to think Mr. Nunberg's emails reveal a sexual relationship with Roger Stone.,970828915894902784,,"Boston, MA",,2018-03-06 01:10:25,CopleyScott17,920998806971408384
995,"@jdfhere @ConveyWEEI Losing in Round 2 forces you to play one more game than losing in Round 3, and two more games… https://t.co/7ywpXTFJYB",970828913093042176,,"Boston, MA",,2018-03-06 01:10:24,In_The_Slot,46922980
996,@TheRickWilson He's very dumb.,970828912489099264,,"Boston, MA",,2018-03-06 01:10:24,PatPlmcgrath,4746484757
1,it gets easier ..,970829810862821376,,"Cambridge, MA",,2018-03-06 01:13:58,nnennahacks,909406741384847360
1144,Eat him https://t.co/6ZCSATLgzA,970828786177540096,,"Cambridge, MA",,2018-03-06 01:09:54,antoinealex1234,999457440
1166,@rlynn_solomon WE WILL GET THROUGH THIS,970828759157936128,,"Cambridge, MA",,2018-03-06 01:09:47,writerkmc,2988453029
1173,@jeffjarvis @KatyTurNBC @AriMelber And @ErinBurnett,970828752392474624,,"Cambridge, MA",,2018-03-06 01:09:46,heathermac20,17781906
1181,Why is Anais acting like the situation was not her fault?!? #LHHNY,970828747862630400,,"Cambridge, MA",,2018-03-06 01:09:45,OfficiallyLuand,363779749
1194,☺️☺️☺️☺️☺️🤷🏽‍♀️ https://t.co/RMIvJHaa4C,970828734579212288,,"Cambridge, MA",,2018-03-06 01:09:42,lasaaalle,967537368
121,@Powered_beggar 앗 멘션하신거 지금 봤네요 ㅠㅠㅠ 요새 쓰는건 빈티지 블랙/아티산/알뤼르 옴므 스포츠 이렇게입니다!,970829686078103552,,"Cambridge, MA",,2018-03-06 01:13:28,udaqueness,325863257
1265,"Ah, yes. Heard a lot about you, your Worship. 

And by that I mean I've seen a LOT of porn with you in it. #BOTW https://t.co/XTrzLF89bT",970828677721272320,,"Cambridge, MA",,2018-03-06 01:09:28,Tweet_Fuzz,916293355683958784
1323,".@Dr_Woga I like your content, but you are in serious need of a proofreader. https://t.co/39sx5NTIKP",970828618044727296,,"Cambridge, MA",,2018-03-06 01:09:14,Atkinsopht,782754906
1451,"#MondayMotivation #Confucius #Music #MusicTherapy #courtesy #philosophy 

#bagpipes https://t.co/zHwIbMzPP9",970828491892641792,,"Cambridge, MA",,2018-03-06 01:08:44,MmmmavenProject,448239016
1455,@owillis inorite,970828489355153408,,"Cambridge, MA",,2018-03-06 01:08:43,Wordbeast,32629554
1482,"Squad Goals
https://t.co/hLbxEMjQhz",970828468056412160,,"Cambridge, MA",,2018-03-06 01:08:38,4_teachers,627892210
1519,@PhdPooh Seriously! 😩,970828426910273536,,"Cambridge, MA",,2018-03-06 01:08:28,Mabetini,15541045
1523,@jgiarrusso82 you walked right into it,970828425056411648,,"Cambridge, MA",,2018-03-06 01:08:28,Cagmire24,3432917601
1585,RT @ian_wickersham: Our new paper on second-generation rabies virus is now live. New tool for retrograde delivery of Cre or Flp to projecti…,970828370215948288,,"Cambridge, MA",,2018-03-06 01:08:15,andbari,861683330
1593,Out of the way @KapMatt ! #Over30Legends https://t.co/6q4ACyxPfB,970828360116068352,,"Cambridge, MA",,2018-03-06 01:08:12,CACBasketball,54591457
1594,RT @epaley: My latest blog post just went up on @techcrunch - Vanity Capital - Let me know what you think. https://t.co/SSGINZxGPW,970828359876915200,,"Cambridge, MA",,2018-03-06 01:08:12,Russ_Wilcox,16152668
1631,DAAAAAMMMMNNN @POTUS @realDonaldTrump https://t.co/wEIjdwZLha,970828314482012160,,"Cambridge, MA",,2018-03-06 01:08:01,sprtpsych,14597215
1760,😳😳😳 https://t.co/5Zagu40O4k,970828162086199296,,"Cambridge, MA",,2018-03-06 01:07:25,cbuss3,827520811
179,"@iboudreau Is it too soon to note that if Chris smelt it, he dealt it?",970829635616468992,,"Cambridge, MA",,2018-03-06 01:13:16,TomLevenson,38762773
1790,Why I Didn’t Tweet About Your Digitization Project: a subtweet. https://t.co/GnSoXQhB90,970828131107004416,,"Cambridge, MA",,2018-03-06 01:07:18,john_overholt,89477148
1861,Chinese venture capitalists pushed $1 billion into South American projects during 2017. That's up from just $30 mil… https://t.co/wJ12LdY03s,970828064283418624,,"Cambridge, MA",,2018-03-06 01:07:02,techreview,15808647
1888,"Quick, off-the-cuff wit. #FaceOff. Every Saturday. 10pm. https://t.co/HMabCIsmJ4 (photo by @CaitlinCunninghamPhotog… https://t.co/yFOGJVg9pw",970828033568530432,,"Cambridge, MA",,2018-03-06 01:06:54,improvboston,14585291
1911,New Homes On The Market In Cambridge https://t.co/p8EbV9SICr,970828015646031872,,"Cambridge, MA",,2018-03-06 01:06:50,CambrdgePatch,4830704788
265,"We just got featured on Product Hunt! Check us out and subscribe to hear some news about our product! :)
https://t.co/FFne8O7yRH",970829553349246976,,"Cambridge, MA",,2018-03-06 01:12:57,easyemail_ai,924348820263227392
376,hoooooo few things bring be back to a specific time like yankee hotel foxtrot,970829452518350848,,"Cambridge, MA",,2018-03-06 01:12:33,sarahstirfry,158773972
448,"@btx91 @drooliet me, an intellectual: numtot and its consequences have been a disaster for the human race",970829388508889088,,"Cambridge, MA",,2018-03-06 01:12:18,ctbeiser,18538228
488,This is misleading; most of those deaths are attributed specifically to the dogs with bees in their mouths so when… https://t.co/eSNestcVz7,970829351976603648,,"Cambridge, MA",,2018-03-06 01:12:09,Wordbeast,32629554
521,多分在米邦人の皆さんにしか通じないけどロイ・ムーアに関してちょっと衝撃的なことに気づいた,970829321521819648,,"Cambridge, MA",,2018-03-06 01:12:02,Hakuaki136,1750606993
531,@PickyJim I need road tires that I use on my longer-range exercise/2 miles to MIT bike as well.  Need wet weather s… https://t.co/tcNqg0liGl,970829314592792576,,"Cambridge, MA",,2018-03-06 01:12:00,TomLevenson,38762773
544,Only 62%? https://t.co/RQCDMsh5JX,970829298587308032,,"Cambridge, MA",,2018-03-06 01:11:56,MythSerene,3381197279
717,RT @qzondervan: Proud of our Cambridge community for creating a legal defense fund for immigrants. Thank you @CambridgeMayor Marc McGovern…,970829133004595200,,"Cambridge, MA",,2018-03-06 01:11:17,Cambridge_Mayor,948632394113921024
756,RT @Ammallon: @Cambridge_Mayor Marc McGovern announcing the #CambMA Legal Defense fund for immigrants w/@CCF1916 https://t.co/6kgbh0rDz2,970829096803500032,,"Cambridge, MA",,2018-03-06 01:11:08,Cambridge_Mayor,948632394113921024
88,@kateleth Being under NDA is so tough. I say it’s a secret or classified😅…If I have to say it repeatedly it starts… https://t.co/d1SvXfBThc,970829727236804608,,"Cambridge, MA",,2018-03-06 01:13:38,Starlightslk,455486884
894,@LizzieFortin @cultofpedagogy @richroll @RevisionistHIS @Gladwell @10percent @DanielPink Thanks for sharing!,970828985801281536,,"Cambridge, MA",,2018-03-06 01:10:42,heathersfrancis,2344114675
1018,@EderSantos02 @dybaladeiro Hahahahahahah figuraça,970828888271151104,,"Everett, MA",,2018-03-06 01:10:18,adrianosoficial,178557357
111,🍑👋🏼 https://t.co/1Hfu3qvYuu,970829701169205248,,"Everett, MA",,2018-03-06 01:13:32,JaredMay76,238178896
26,https://t.co/Iah9OHZDwx,970829791887855616,,"Everett, MA",,2018-03-06 01:13:54,JaredMay76,238178896
342,https://t.co/EMvvxXrl1e,970829491865112576,,"Everett, MA",,2018-03-06 01:12:42,JaredMay76,238178896
377,https://t.co/BuExU1FAvC,970829452136665088,,"Everett, MA",,2018-03-06 01:12:33,JaredMay76,238178896
423,😶 https://t.co/tN7uFNBrS1,970829408553578496,,"Everett, MA",,2018-03-06 01:12:22,JaredMay76,238178896
558,👹👹👹👹 https://t.co/pUGumBpfgX,970829290056151040,,"Everett, MA",,2018-03-06 01:11:54,JaredMay76,238178896
57,https://t.co/goHchYP9Mq,970829758278914048,,"Everett, MA",,2018-03-06 01:13:46,JaredMay76,238178896
802,We’re going to have lists going around tomorrow at school if youre interested in going on the senior trip... this i… https://t.co/09syOt7Xau,970829064218005504,,"Everett, MA",,2018-03-06 01:11:00,EHSCO19,956627885003100160
809,https://t.co/BTZohIz0WR,970829060032131072,,"Everett, MA",,2018-03-06 01:10:59,JaredMay76,238178896
982,"RT @EHSCO19: Hi everyone, this week we will have more information on our trip! Don’t forget a deposit of $150 will be due this month!!",970828920047226880,,"Everett, MA",,2018-03-06 01:10:26,shaylagravell,594856946
104,RT @blvcksxlk: https://t.co/9ODag5arPi,970829707351642112,,FL,,2018-03-06 01:13:34,CBsStrawberry,280036515
1584,RT @Alnylam: It's not every day that a groundbreaking scientific discovery leads to a potential new class of medicines to help people livin…,970828370220060672,,FL,,2018-03-06 01:08:15,Israelifreedom,288744127
508,RT @bottlerocket: 2018 got me like https://t.co/fPKJl2aIvB,970829332573802496,,FL,,2018-03-06 01:12:04,metrofla,771030723348267008
634,RT @afterfinalrose: This is finally coming to an end! #TheBachelor #TheBachelorFinale https://t.co/RRHrs9fYLr,970829221860868096,,FL,,2018-03-06 01:11:38,CantuDillon,487582767
1120,i can't watch #legendsoftomorrow live tonight but i am just so glad that #wallywest has found a new home on this sh… https://t.co/W0Nu0DdyQU,970828811301507072,,MA,,2018-03-06 01:10:00,ruarealmonster,15085115
1130,"RT @ESPNForsberg: Kyrie Irving: ""Just want to make sure I'm as healthy as possible. At this point in the season, it's just about the big pi…",970828799746199552,,MA,,2018-03-06 01:09:57,metalhead684,25830131
1460,"RT @In_The_Slot: With Central Catholic's loss tonight, worth noting ... Three previous times in the past double-elimination (1992-2003) tha…",970828487429849088,,MA,,2018-03-06 01:08:43,GenMedSolutions,735659266250575872
1560,RT @BostonCWHL: First up we have Sato Kikuchi. Sato is an international player for the Blades! Here is a look into her day to day life. @sa…,970828391174860800,,MA,,2018-03-06 01:08:20,merisafaith,2566178677
1823,"RT @AllstonPudding: Our friend Ralph is here to let you know that we are giving away a pair of tickets to our upcoming Palehound, Oompa, Me…",970828091512803328,,MA,,2018-03-06 01:07:08,galahadlives,23230895
1901,MDWAP. #dreamscometrue #boston #mydadwroteaporno #letsgooooo #bestmusic #porno @ Shubert Theatre https://t.co/zaaa0gdaJD,970828026186424320,-71.0651,MA,42.3504,2018-03-06 01:06:53,justlippe,263347578
1965,"Didn't watch the Oscars last night for a host of reasons, however I just heard that Gary Oldman who I've been a fan… https://t.co/SM40OUJy7Q",970827951246802944,,MA,,2018-03-06 01:06:35,JakeAmirault,224432105
221,RT @BostonGlobe: Dramatic video shows officers save a choking puppy in North Reading https://t.co/dHuv3ndRit,970829594436820992,,MA,,2018-03-06 01:13:07,lbergevine68,3426084436
336,"RT @UMassBoston: Congratulations, Colin Larkin! The first Beacon to sign a #NHL contract, you're making @UMassBeacons and @UMBMENSHOCKEY hi…",970829496126500864,,MA,,2018-03-06 01:12:43,ConMartin,54729285
414,"RT @OnlyInBOS: Crispus Attucks.

Samuel Gray.

James Caldwell.

Samuel Maverick.

Patrick Carr.

248 years ago today, British soldiers kill…",970829415981740032,,MA,,2018-03-06 01:12:24,JohnMargarita12,4517629432
1164,"RT @sheshn94: LIVE! https://t.co/kXhrDDc6UE

FEELS GOOD TO BE BACK MAN!!! https://t.co/y86jIOV3SJ",970828762483974144,,"New York, NY",,2018-03-06 01:09:48,Alb3rtAvocado,152702413
1195,RT @MarkyGaga: Why we love ARTPOP https://t.co/mnGtTfErwf,970828732578574336,,"New York, NY",,2018-03-06 01:09:41,gisellebelle25,246386590
1441,RT @EXGOPResists: @realDonaldTrump  https://t.co/mZpiu2ADV7,970828503942868992,,"New York, NY",,2018-03-06 01:08:47,tornadoredcabby,175127947
145,"RT @NEPD_Loyko: The DB Numbers are in...
Jordan Thomas from Oklahoma SHATTERED the DB 3-Cone record since 2006 with a 6.28. #OU",970829663277854720,,"New York, NY",,2018-03-06 01:13:23,dimitriy_l21,713426597060222976
1570,RT @BethFratesMD: Taking small steps isn't a bad idea. RT @MayoClinic  #weigthloss #Nutrition #exercise #lifestyle #diet #Health #wellness…,970828387030847488,,"New York, NY",,2018-03-06 01:08:19,SimsKdsims96,635713408
1956,RT @Abt_Thomas: The moral leadership of these #ParklandStudents is simply amazing. It took YEARS for adults concerned with mass shootings t…,970827958649868288,,"New York, NY",,2018-03-06 01:06:37,MoGlo46,935942967168204800
1968,RT @MaxAbrahms: Assad would have to be the world's stupidest person to use chlorine gas at this point. https://t.co/VUs9k4kO7S,970827950156378112,,"New York, NY",,2018-03-06 01:06:35,txtwxe,755976362
1976,RT @MeghanMBiro: Coexisting with Robots  The Future Workplace Reality https://t.co/OZQr8sl25U,970827938286505984,,"New York, NY",,2018-03-06 01:06:32,CaseyFahey,414854490
27,RT @RedSox: #MOOD because there are only 2⃣4⃣ days 'til #OpeningDay! https://t.co/RB8tk0AiFK,970829790239449088,,"New York, NY",,2018-03-06 01:13:53,Brooksy2323,1538729784
431,RT @sdonnelly712: I try so hard to teach my kids that we shouldn’t use the word hate. But here I am. I hate this man. He’s the worst. #Elep…,970829399741300736,,"New York, NY",,2018-03-06 01:12:20,NYspanish,337761893
451,RT @RedSox: Betts signed ball retweet to win contest official sweepstakes rules ending 11:59pm ET 3/5/18: https://t.co/1kDCfdg9UY,970829386395127808,,"New York, NY",,2018-03-06 01:12:17,Lavesq,56700919
560,"RT @ValaAfshar: Advice I needed when I was young

1 read and write more
2 stay healthy and fit
3 networking is about giving
4 practice publ…",970829286352543744,,"New York, NY",,2018-03-06 01:11:53,chelsbd,841777310588100608
721,RT @PeterOstrow: 28 Sales Enablement Influencers You Need to Follow on Twitter https://t.co/Bm78xqMlEv,970829127673671680,,"New York, NY",,2018-03-06 01:11:15,anthony_monroig,711584934536859648
1129,RT @Peauxtassium: I put on my mom jeans just like everyone else: while screaming at my children and posting on facebook how blessed I am,970828800044003328,,"Santa Barbara, CA",,2018-03-06 01:09:57,heatherjs,16209720
1152,"RT @Peauxtassium: I’ve always taught my children that no matter what race or religion, all good looking people deserve respect.",970828778363535360,,"Santa Barbara, CA",,2018-03-06 01:09:52,heatherjs,16209720
1191,"RT @Peauxtassium: Wife *washes &amp; folds laundry, buys groceries, cooks, washes dishes, vacuums*

Husband *takes garbage out. Announces it. E…",970828735686627328,,"Santa Barbara, CA",,2018-03-06 01:09:42,heatherjs,16209720
1246,RT @Peauxtassium: Friends are people you haven't found a reason to hate yet.,970828690815881216,,"Santa Barbara, CA",,2018-03-06 01:09:31,heatherjs,16209720
1275,RT @Peauxtassium: I understand hating a person but I will never understand hating a people.,970828668111962112,,"Santa Barbara, CA",,2018-03-06 01:09:26,heatherjs,16209720
1314,RT @Peauxtassium: I’m almost too tired to drink this breakfast beer,970828628207390720,,"Santa Barbara, CA",,2018-03-06 01:09:16,heatherjs,16209720
1381,RT @Peauxtassium: I just want a man who lavishes as much attention on me as my creditors do,970828553095847936,,"Santa Barbara, CA",,2018-03-06 01:08:58,heatherjs,16209720
1429,RT @Peauxtassium: Please don’t unfollow me. You’re all I have,970828511949787136,,"Santa Barbara, CA",,2018-03-06 01:08:49,heatherjs,16209720
10,@BachBatch honestly just relieved it'll all finally be over soon,970829803459923968,,"Somerville, MA",,2018-03-06 01:13:56,mildmayfoxe,328209144
107,Listening to the Cs on the radio like it’s 1956 and I am too broke for a tv.,970829704138756096,,"Somerville, MA",,2018-03-06 01:13:33,breckadawn,30103846
109,@TerryGlavin @Katja_Thieme @kwidnunc @VultureChow @jonkay @RickRMehta @NewWorldHominin if you say so. reality just… https://t.co/Kk8KidayhD,970829703375450112,,"Somerville, MA",,2018-03-06 01:13:33,MatthewGalanty,1340843449
1213,aries parents look like they're... made out of plastic #thebachelor #TheBachelorFinale,970828718359932928,,"Somerville, MA",,2018-03-06 01:09:38,mildmayfoxe,328209144
133,"I really want Arie's family to blurt out, ""Thank God we're not meeting Krystal again""  #TheBachelorFinale",970829679228678144,,"Somerville, MA",,2018-03-06 01:13:27,WittyPittie,3760510591
1386,"@TopherSpiro The nice thing is that this is an empirical proposition. If the public sector does better than private, it will be.",970828546968047616,,"Somerville, MA",,2018-03-06 01:08:57,besttrousers,14202698
155,"@Beeronmyshirt It’s like poison oak, acquired through overexposure.",970829658387345408,,"Somerville, MA",,2018-03-06 01:13:22,mad_davenport,2766898292
1695,At tonight’s meeting with @SomervilleSTEP and #MysticTenants on how to address health impacts of living and playing… https://t.co/mKuLbT82H6,970828234123370496,,"Somerville, MA",,2018-03-06 01:07:42,Barber4StateRep,272053931
17,@tdfischer_ @btx91 @eb4everyone &lt;3 &lt;3 &lt;3,970829800003776512,,"Somerville, MA",,2018-03-06 01:13:56,drooliet,1496361655
1748,@3deckerlaura I bet quite a lot!,970828172475367424,,"Somerville, MA",,2018-03-06 01:07:28,SomervilleYIMBY,854358992876916736
1795,"Great story, and worth it just for the video: Trump’s name is stripped from Panama hotel
https://t.co/ukD1GZditz",970828127084728320,,"Somerville, MA",,2018-03-06 01:07:17,surprisefries,758760
1803,@3deckerlaura Love this idea! We can definitely do that.,970828117051891712,,"Somerville, MA",,2018-03-06 01:07:14,SomervilleYIMBY,854358992876916736
1930,@BenjaminABoyce nice assumptions there hater. some of my best friends have cochleas.,970827993668046848,,"Somerville, MA",,2018-03-06 01:06:45,MatthewGalanty,1340843449
261,@Beeronmyshirt I’m sure you’re right! I just have a tragic allergy to all scenarios in which men explain jazz to women.,970829555664605184,,"Somerville, MA",,2018-03-06 01:12:57,mad_davenport,2766898292
34,"At present, @cameron_kasky = 13.7K retweets, 67. 4K likes.
@NRATV = 6.5K  retweets, 14.3K likes.
I'd say there is a… https://t.co/mU1Bwrayz1",970829779690803200,,"Somerville, MA",,2018-03-06 01:13:51,mamajaguar1791,15537791
4,The latest The GIST Podcast Daily! https://t.co/n3WNZlN5Bi #technology #energy,970829808555917312,,"Somerville, MA",,2018-03-06 01:13:58,GISTpodcast,637307316
566,"Why does this have to happen to me, just learned that there’s literally a 50% chance of his SA going up,, just why… https://t.co/h1abNeSbOr",970829278857302016,,"Somerville, MA",,2018-03-06 01:11:51,Ty_TheOriginal1,865363312510476288
70,The #Celtics are averaging 105.5 points per game since the All-Star break. 👀,970829749944832000,,"Somerville, MA",,2018-03-06 01:13:44,carey_mercier,23474805
76,yeah pretty much https://t.co/wJRa1x09IG,970829743393312768,,"Somerville, MA",,2018-03-06 01:13:42,drooliet,1496361655
770,How do I unsee this? https://t.co/BgiW66A6iT,970829084073787392,,"Somerville, MA",,2018-03-06 01:11:05,xOx0LiLi,168693253
846,@julia_azari The saddest thing here is you can refute @CHSommers with some pretty basic statistics (Don't put outco… https://t.co/nXN3Lpjvzq,970829035751247872,,"Somerville, MA",,2018-03-06 01:10:53,besttrousers,14202698
962,@Katja_Thieme @TerryGlavin @kwidnunc @VultureChow @jonkay @RickRMehta @NewWorldHominin why do you study discourse?… https://t.co/vo7on4Ir1x,970828932424626176,,"Somerville, MA",,2018-03-06 01:10:29,MatthewGalanty,1340843449
1591,RT @leebren9: @CharlesPPierce @MalcolmNance Tomorrow morning’s tweet storm from POTUS will call him a liar with a drinking problem,970828362217291776,,United States,,2018-03-06 01:08:13,Willwesurvive2,959823005865201664
1592,"RT @BenzoBoomin: @MacSwagger21 

10/10

great guy but loves hating on my pats so you might go down to the negatives",970828360145391616,,United States,,2018-03-06 01:08:12,MacSwagger21,748940213414662144
1797,RT @UsVsThemBlog: @CharlesPPierce So I guess he’s okay to go buy an AR-15 then?,970828123871772672,,United States,,2018-03-06 01:07:16,Willwesurvive2,959823005865201664
1850,RT @thistallawkgirl: The real reason you'll never see a Real Housewives of Kentucky: child labor laws https://t.co/BZDy9jYAjc,970828070142861312,,United States,,2018-03-06 01:07:03,Meowwch,22874039
1889,"RT @NewAgeInsiders: I've wanted Kurt Angle vs HHH since he returned to Dubba Dubba E

#RAW #WrestleMania",970828032855478272,,United States,,2018-03-06 01:06:54,media_bedlam,956922873205219328
225,RT @TheFansPodcast: When Stephanie speaks... #WWE #Raw #RAWMilwaukee https://t.co/LjkfOByPFV,970829592549261312,,United States,,2018-03-06 01:13:06,TheATrainSTL,33323170
254,RT @Luceluciane: @charlie_chaise 🤣🤣🤣🤣🤣,970829558374019072,,United States,,2018-03-06 01:12:58,charlie_chaise,926524310491037696
